Name,Phone,Email,Website,Category
RIVET & WELD STUD MANUFACTURING CC,"011-914 5106, 011-914 5103",studweld@icon.co.za,N/A,N/A
MESSER EUTECTIC SA (PTY) LTD,"011-708 1042, 011-708 2158",nicolea@messer-eutetic.co.za,N/A,N/A
POWERMAN,011-794 3886,jonathan@powerman.co.za,N/A,N/A
FLUI CONNECTO (BENONI),011-422 2805,RUAN.PIETERSE@FLUICONNECTO.CO.ZA,N/A,N/A
PARTSERVE CHANNEL SUPPORT (PTY) LTD,011-201 7777,laurissab@partserve.co.za,N/A,N/A
BUNNY PANTS GRAPHIC DESIGN STUDIO CC,"016-428 5322, 086-552 9695",willem@bunnypants.co.za,N/A,N/A
GROENEVELD SA (PTY) LTD,"011-450 3980, 011-450 3977",dwn@themoment.co.za,N/A,N/A
GILLESPIE DIESEL SERVICES (PTY) LTD,"011-392 3065, 011-392 3236",admin@gillespiediesel.co.za,N/A,N/A
DURA POWER MANUFACTURING,011-672 4720,sales@durapower.co.za,N/A,N/A
CHEMCRAFT,"011-968 1117, 011-967 2712",chemcraft@mweb.co.za,N/A,N/A
THE CAMERAL MAN,"011-434 4906, 011-434 5952",vanessa@twimports.co.za,N/A,N/A
NONDO & MOOR,"011-884 1772, 011-884 7723",N/A,N/A,N/A
THE SKILLS MATRIX,"011-391 8031, 011-366 1767",carien@theskillsmatrix.co.za,N/A,N/A
HAZCHEMWIZE (JHB),011-975 1218,reception@hazchemwize.co.za,N/A,N/A
QUANTAM AUTO PARTS,"011-786 8269, 011-987 9921",quantumauto@telkomsa.net,N/A,N/A
FINVEST ACCOUNTANTS,014-592 3984,jenny@finvest.co.za,N/A,N/A
PILODIA & ASSOCIATES ACCOUNTANTS & TAX CONSULTANTS,013-282 4037,riazpilodia@telkomsa.net,N/A,N/A
PHUMELELA ACCOUNTANTS,011-050 0127,info@phumelelaaccountants.co.za,N/A,N/A
MARAIS & ALCOCK PUBLIC ACCOUNTANTS,011-896 5112,ansia@maraisalcock.co.za,N/A,N/A
ARBEE & OSMAN CHARTERED ACCOUNTANTS (SA),013-282 8358,zakiyyaarbeetax@gmail.com,N/A,N/A
WILOLEM VAN WYK REKENMEESTERS BK,"013-751 3861, 013-750 0989",www@wvwaccountants.co.za,N/A,N/A
THORT CHARTERED ACCOUNTANTS,011-467 6711,debtors@thortssa.co.za,N/A,N/A
D ARVANITIS & COMPANY CHARTERED ACCOUNTANTS,011-953 1305,darv@mweb.co.za,N/A,N/A
I A P A JOHANNESBURG CHARTERED ACCOUNTANTS,011-887 8593,chavie@ipa.co.za,N/A,N/A
ERA ACCOUNTANTS,016-454 0284,era@acc.org.za,N/A,N/A
RBI CHARTERED ACCOUNTANTS INC,"011-678 5230, 011-502 2900",maureenb@rbiworld.co.za,N/A,N/A
NETT RAND ACCOUNTANTS & AUDITORS,011-662 2513,celichiag@netrand.co.za,N/A,N/A
SIZWE NTSALUBA GOBODO,"011-718 8601, 011-718 8600",yuvonne@sng.za.com,N/A,N/A
RECIPROCAL WINE TRADING CO (PTY) LTD,"011 482 9178, 011 482 9168",ORDERS@RECIPROCAL.CO.ZA,N/A,N/A
CARRIER MARINE SERVICES,011-390 2496,chrisolines@servest.co.za,N/A,N/A
MODERN SCALE,086-172 2537,paula@scalerite.co.za,N/A,N/A
INSTRUMENT TRANSFORMER TECHNOLOGIES (PTY) LTD,"011-822 1651, 011-822 8022",jan@ittza.co.za,N/A,N/A
SYSTEM AIR,011-462 7993,savn@systemair.co.za,N/A,N/A
ALPHA POWER - OFFICE,011-453 3749,ej@alphapower.co.za,N/A,N/A
WILFRED & SON SWOP & PAWN,011-855 4469,shantelle@mtnloaded.co.za,N/A,N/A
IMPRO TECHNOLOGIES (PTY) LTD (BROADACRES),086- 004 6776,derrenl@impro.net,N/A,N/A
HYPER PAWN (FLORIDA),011-674 3752,hyperpawn@live.co.za,N/A,N/A
GOLD & FINANCE,011-883 9972,info@goldfin.co.za,N/A,N/A
M F N LIFTING SYSTEM,"086-612 9006, 011-552 3505",N/A,N/A,N/A
THAVALERIE TRAVEL,"043-722 4415, 043-722 3701",thavlerietravel@telkomsa.net,N/A,N/A
SISONKE DEVELOPMENT PLANNERS,"013-755 2803, 013-755 2914",marika@sisonkedevelopmentplanners.co.za,N/A,N/A
GARTNER AFRICA,011-803 4706,lisa.lawlor@qartner.co.za,N/A,N/A
TEAM DIESEL SERVICES CC,"011-823 3770, 011-823 2652",busi@teamdiesel.co.za,N/A,N/A
DOCUTILE (JHB) (PTY) LTD,011-312 5000,candice@docutile.co.za,N/A,N/A
LIVE WIRE LEARNING (PTY) LTD,"011-807 7856, 011-807 7716",info@livewireleaming.co.za,N/A,N/A
DURCRAFT KITCHEN (PTY) LTD,"011-452 1486, 086-621 5538",N/A,N/A,N/A
RISK ZA,086-174 7592,megan@risk.za.com,N/A,N/A
RADICAL MOBILITY,"086-676 3442, 011-664 6069",N/A,N/A,N/A
MONYETLA SERVICES (PTY) LTD,"016-889 9830, 016-889 9823",N/A,N/A,N/A
CAVALIERI CHEESE CC,"013-752 6438, 013-752 6443",N/A,N/A,N/A
BANDINI CHEESE,"011-765 1462, 011-765 1522",N/A,N/A,N/A
COLOUR COUNTRY FLORA,"011-954 4811, 011-954 2590",COLOURCOUNTRYFLORA@GMAIL.COM,N/A,N/A
LOSHAN AIRCONDITIONING & REFRIGERATOR CONSTRACTORS CC,"086-657 6833, 087-722 1403",laventhal@ivuist.co.za,N/A,N/A
ONTIME READYMIX CONCRETE CC,011-740 8915,ontimemix@polka.co.za,N/A,N/A
AQUATEX FABRIC PAINT,011-493 3686,urnestn@chemosol.co.za,N/A,N/A
CHEMOSOL SCREEN & PRINT SUPPLIES,011-493 3686,urnestn@chemosol.co.za,N/A,N/A
SHARP-RITE,"011-624 1922, 011-624 3185",N/A,N/A,N/A
PANASONIC BUSINESS SYSTEM,"014-717 4030, 014-717 4031",N/A,N/A,N/A
BUILD IT (MACHADORP),013-256 0965,jacoengelbrechb12@gmail.com,N/A,N/A
10111 PLUMBERS & ELECTRICAL,"082 684 0435, 011-664 7199",frikkie@10111plumbers.co.za,N/A,N/A
WEBSTER INSTRUMENT SERVICES & SALES,"011-679 4252, 011-679 4258",info@webster-instruments.co.za,N/A,N/A
MACHINE TOOL EXCHANGE,"011-728 6387, 011-026 5383",info@machinetoolexchange.co.za,N/A,N/A
UPS DIRECT (PTY) LTD,"011-879 8810, 011-879 8800",N/A,N/A,N/A
FURNLOCK & SLIDE,011-444 3997,breg@furnlock.co.za,N/A,N/A
RACEC RAIL,"011-845 5300, 011-845 5310",rosina.somoro@racec.co.za,N/A,N/A
BLACKFIX APPLIANCE SERVICES,"011-444 5438, 011-443 0808",N/A,N/A,N/A
EEZI PAWN,011-907 1332,N/A,N/A,N/A
NIC BROKERS,"011-391 6554, 011-391 6613",dani@nicsa.co.za,N/A,N/A
TOM BELL,"011-792 1750, 011-792 5576",tom@tombell.co.za,N/A,N/A
MAJITA'S AIRCONDITIONING,072 639 0599,majitasai@gmail.com,N/A,N/A
FERROGAS CC (PTY) LTD,"013-656 4977, 013-656 4979",debtors@feroogas.co.za,N/A,N/A
MILNEX 212,079 519 9344,shona@myconnection.co.za,N/A,N/A
FUGRO AIRBORNE SURVEY (PTY) LTD,011-659 1119,jvardy@fugro.airbome.co.za,N/A,N/A
ALPHA TRAUMA CENTRE,"016-422 0509, 016-422 0507",N/A,N/A,N/A
RIALWAY SAFETY REGULATOR,"011-417 0000, 011-417 0069",lufuno@rsr.org.za,N/A,N/A
CHROMATECH SERVICES (PTY) LTD,"086-100 5683, 011-958 1924",sean@chromatech.co.za,N/A,N/A
EHRENBERG ENGINEERING,"011-493 1677, 011-493 6280",electrocontact@globel.co.za,N/A,N/A
ATOZ DIESEL ENGINEERING,011-822 6761,reception@atozdieseleng.co.za,N/A,N/A
POWER DEVELOPMENT SERVICES,"011-472 6008, 011-472 0669",sales@pdspower.co.za,N/A,N/A
HAWKER SIDDELEY TRANSFORMERS,"011-824 3061, 011-827 3458",sales@hawkersiddeley.co.za,N/A,N/A
KNOWLEDGE ELECTRICALAMP TRANSFORMERS,"011-900 1510, 011-900 1515",ampstransformers@netactive.co.za,N/A,N/A
R & H RAILWAY,"011-886 7792, 011-886 6951",jhb@robhitch.co.za,N/A,N/A
APC BY SCHNEIDER,011-254 6400,belinda.aslett@schneider-electric.co.za,N/A,N/A
IMPALA FRUIT & FLOWERS,011-475 0340,pedoinoala.mail@gmail.com,N/A,N/A
ABACUS GARDENS,"011-795 2000, 011-795 2021",debbie@abacusgardens.com,N/A,N/A
LIUGONG MACHINERY SOUTH AFRICA (PTY) LTD,"011-979 0970, 011-797 0975",rudyc@liugong.com,N/A,N/A
GEO TRANSMISSION SPARES & REPAIRS,011-395 4629,cicelia@geotransmission.co.za,N/A,N/A
SA FENCE AND GATE (MIDRAND),"11 542 0460, 11 314 4647",N/A,N/A,N/A
BROKREW INDUSTRIAL (PTY) LTD,011-668 6300,info@uvss.co.za,N/A,N/A
MEGA LOCK,"011-466 3526, 011-466 3528",admin@megalock.co.za,N/A,N/A
IMPACT MEDICAL,011-469 1750,impactmed@global.co.za,N/A,N/A
TURBO VENT AFRICA (PTY) LTD,"011-613 6921, 011-613 1241",sales1@turbovent.co.za,N/A,N/A
TISSUE MASTERS (PTY) LTD,"011-392 4601, 011-392 2139",N/A,N/A,N/A
ALSTOM MECHANICAL EQUIP,"011-871 6777, 011-871 6666",craig.johnston@actom.co.za,N/A,N/A
ROLAND DG SOUTH AFRICA,"011-466 1555, 011-466 1551",bianca.corbier@rolanddg.co.za,N/A,N/A
THE DOCUMENT WAREHOUSE,"011-493 0279, 011-298 0700",michellep@dw.co.za,N/A,N/A
OSHA ADMINISTRATORS,011-474 1577,nadsecurity@gmail.com,N/A,N/A
PIONTO PEOPLE CC,"011-894 4380, 011-894 4371",N/A,N/A,N/A
DOCUMENT EXCELLENCE (PTY) LTD,"011-234 2282, 011-234 2280",N/A,N/A,N/A
MONTY'S,"011-786 0694, 011-786 0274",N/A,N/A,N/A
SAWA HAA SPA,011-050 1707,sawahaa@hotmail.co.za,N/A,N/A
PARROT PRODUCTS (PTY) LTD (MAXI CALL),086-126 2737,sales@parrot.co.za,N/A,N/A
SHABANGU ARCHITECTS CC,011-880 1210,office@shabanguarchitects.co.za,N/A,N/A
BOOGERTMAN & PARTNERS,"011-790 1600, 011-463 1197",ietie@boogetertman.co.za,N/A,N/A
PHIRI GROUP ARCHITECTS,"013-752 3760, 013-752 3763",pgarc@pgarchitects.co.za,N/A,N/A
CO-ARC INTERNATIONAL ARCHITECTS INC,"011-447 1344, 011-447 1343",admin@co-arc.com,N/A,N/A
URBAN EDGE GAUTENG (PTY) LTD,011-486 0641,urbanedge@jhb.co.za,N/A,N/A
SBT JUUL AFRICA (PTY) LTD,"011-883 9667, 011-783 0217",paulm@sbtjuul.co.za,N/A,N/A
SOIL KING,011-423 2288,info@soilking.co.za,N/A,N/A
SILICA QUARTZ (PTY) LTD,"013-665 7900, 013-665 7910",mandie@silq.co.za,N/A,N/A
SANDPIT (PTY) LTD,"011-615 2809, 011-901 7919",admin@sandpit.co.za,N/A,N/A
SANDPIT (PTY) LTD (2),011-622 2760,admin@sandpit.co.za,N/A,N/A
SANDCOR,"014-592 4337, 014-592 2900",miniloads@atlantic.net,N/A,N/A
JJ MARITZ & SONS (PTY) LTD,"011-391 3211, 011-391 7380",adele@jimaritz.co.za,N/A,N/A
CRUSHCO (PTY) LTD,"011-828 5788, 011-828 5722",ntombi.masoado@thedeep.co.za,N/A,N/A
MACCAFERRI EDMS BPK FAKS VOLP,087-742 2479,michelle.neemal@maccaferri.co.za,N/A,N/A
MACCAFERRI EDMS BPK (RANDBURG),087-742 2710,michelle.neermal@maccaferri.com,N/A,N/A
M W CIVIL EARTH WORKS (PTY) LTD,011-795 4029,peter@mwcivils.co.za,N/A,N/A
DESMOND EQUIPMENT SA,011-974 9003,dezzi@venturenet.co.za,N/A,N/A
CORPORATE STRUCTURAL SYSTEM AFRICA,011-609 5875,david@cssafrica.co.za,N/A,N/A
CATECH TECHNICAL ENGINEERING SERVICES CC,"011-974 9091, 011-392 3718",ace@catech.co.za,N/A,N/A
BMG LOGISTICS,011-914 3103,bmglogistics@mweb.co.za,N/A,N/A
GAPP ARCHITECTS & URBAN DESIGNERS (PTY) LTD,"011-482 1216, 011-482 1648",N/A,N/A,N/A
CRUX BUILDING SUPPLIERS (PTY) LTD,"016-362 3417, 016-362 3437",N/A,N/A,N/A
FRIENDS ARCHITECTS,013-752 7071,admin@friendsarchitects.co.za,N/A,N/A
MAC MULLEN KEITH,011-706 7216,MACMULL@TELKOMSA.NET,N/A,N/A
KRIGE ARCHITECTS CC,011-469 4796,mail@kfta.co.za,N/A,N/A
IMAGINATION STATION,"011-804 9512, 082 456 2985",laurie@imaginationstation.co.za,N/A,N/A
Reclamation Group (HEAD OFFICE),"011 880 6410, 011 880 6222",info@reclam.co.za,N/A,N/A
WEDDING EXPO (PTY) LTD,011-788 3627,jayne@wedding-expo.co.za,N/A,N/A
WASTE GIANT,"011-493 2441, 011-499 1407",jana@wastegiant.co.za,N/A,N/A
AJM ENGINEERING,011-453 0728,ajmeng@iafrica.com,N/A,N/A
MAYBUYE TRUST,011-492 2307,welcomejacobs@telkomsa.net,N/A,N/A
BRICK & GENERAL WORKERS UNION,"011-331 9734, 011-331 9722",banggwu@mweb.co.za,N/A,N/A
APPLIED HEAT PTY LTD,"011-887 7775, 011-786 4200",admin@appliedheat.co.za,N/A,N/A
DRYDEN COMBUSTION CO (PTY) LTD,"011-864 7471, 011-864 2984",N/A,N/A,N/A
ALLMECH CC,"011-849 2733, 011-849 2725",arethd@allmech.co.za,N/A,N/A
C K TRUST,"011-486 9900, 011-486 0521",cindy@coopertrust.co.za,N/A,N/A
LIQUOR STORE (DAWN PARK),"011-862 4087, 011-862 2044",dawnpark@liquorcity.co.za,N/A,N/A
LAGAE TRUST (PTY) LTD,"012-342 0260, 086-603 7810",elmarie@dmrlaw.co.za,N/A,N/A
D & R LOWE CATERING SUPPLIERS (PTY) LTD,"011-804 9670, 011-804 3663",N/A,N/A,N/A
AIR CURE,"011-472 9820, 011-472 7420",aircure@iafrica.com,N/A,N/A
CBK ALL WASTE COLLECTORS,"011-827 2484, 011-824 0736",N/A,N/A,N/A
TARRART JHDA ENGINEERING (PTY) LTD,"011-463 7448, 011-463 5247",jhda@jhda.co.za,N/A,N/A
GROUND ZERO RUBBIE REMOVERS,"011-421 9370, 011-421 9371, 083 272 5275",N/A,N/A,N/A
INTERNATIONAL SLAB SALES BRANCHES,"12 803 7696, 31 577 0341, 11 822 1701, 41 367 5571, 41 367 4829, 44 871 1099, 11 033 2202, 12 803 5671, 11 033 2201, 44 871 2625, 21 511 2353, 13 752 8325, 13 752 5386, 31 577 2828, 21 511 2505, 11 822 1350","bridgitte@interslab.co.za, trevor@interslab.co.za, isspta@interslab.co.za, issdbn@interslab.co.za, isspe@interslab.co.za, issgrg@interslab.co.za, issctn@interslab.co.za, issnr@interslab.co.za",N/A,N/A
THE METAL BIN,N/A,N/A,N/A,N/A
MPEFELA SECURITY AND CLEANING SERVICES,"011 492 2255, 011 492 1297",N/A,N/A,N/A
DR OLIVER,N/A,N/A,N/A,N/A
HERBALIST LAMA,N/A,N/A,N/A,N/A
ETE DRIVING SCHOOL,"073 416 0959, 086 539 4471",THULANIBALOYI@WEBMAIL.CO.ZA,N/A,N/A
LAMA HERBAL SPELLS AND SPIRITUAL HEALING,N/A,N/A,N/A,N/A
Dr David Womens Clinic Germiston,"083 491 5627, 011 075 45 75, 083 491 5627

082 793 2323, 082 793 2323",Davidwomenclinic@yahoo.com,N/A,N/A
MOTO TYRES (Pty) Ltd,"011 918 3921, 079 515 2680, 086 773 6308",AT@MOTOTYRES.CO.ZA,N/A,N/A
IMS ENGINEERING (PTY) Ltd,011 571 6700,pholl@imsgroup.co.za,N/A,N/A
BETA ENGINEERING,011 902 3241,BETA-ENGINEERING@TELKOMSA.NET,N/A,N/A
RB AUTOMATIC ENGINEERING,"011 974 1005, 011 974 1238",RBAUTOMATIC@TELKOMSA.NET,N/A,N/A
METRIC AUTOMOTIVE ENGINEERING (PTY) Ltd,011 873 1661,RECEPTION@METRICAUTO.CO.ZA,N/A,N/A
NEMA ENGINEERING,011 402 6066,NEMA@GLOBAL.CO.ZA,N/A,N/A
REMADE RECYCLING,"11 873 6545, 86 626 8710",INFO@REMADE.CO.ZA,N/A,N/A
SILVERAY STATIONERY COMPANY,N/A,infojhb@silveray.co.za,N/A,N/A
W H PIETERS ENGINEERS (PTY) Ltd,"083 277 7010, 011 787 9721",WESSEL@WHP.CO.ZA,N/A,N/A
MM SMUTS DR,"011 782 1718, 011 782 1712",smuts.consult@gmail.com,N/A,N/A
KAWENA DISTRIBUTORS (PTY) Ltd,"011 902 4112, 011 902 2605",N/A,N/A,N/A
SHILTON ENGINEERING SA cc,011 452 5050,SHILTON@WORLDONLINE.CO.ZA,N/A,N/A
ALLIED CATERING EQUIPMENT (PTY) Ltd,"011 969 2701, 011 969 3407",ALCAT@ALCAT.CO.ZA,N/A,N/A
PROTEC AUTO - KEMPTON PARK,011 396 2960,"LIANDIE@PROTECHAUTO.CO.ZA, PROTEC@IAFRICA.COM",N/A,N/A
PROTEC AUTO - BENONI,"011 973 2907, 011 973 2906, 011 973 2908",LIANDIE@PROTECHAUTO.CO.ZA,N/A,N/A
WARRENS WAY ENGINEERING (PTY) Ltd,"011 827 1921, 011 827 1902, 082 606 0280",FIONA@WARRENSWAY.COM,N/A,N/A
OBET SUPPLIES,"011 908 9323, 011 908 9322",obet@iburst.co.za,N/A,N/A
GLAZECOR cc,011 827 0280,JPRYDE@VODAMAIL.CO.ZA,N/A,N/A
BAKERBERG BLINDS cc,"011 837 1161, 011 837 3915",info@bakebergs.co.za,N/A,N/A
DOMETIC (PTY) Ltd,"011 450 4976, 011 450 4978",N/A,N/A,N/A
CAPITAL OUTSOURCING GROUP PROJECTS,"011 447 3020, 011 447 2025",N/A,N/A,N/A
ROBS GATES & SECURITY,011 435 1472,willierobgates@yahoo.com,N/A,N/A
DELI SPICES GAUTENG,N/A,N/A,N/A,N/A
LUBRIMAX GAUTENG,"011 822 1886, 011 822 2210, 011 822 6180, 083 312 9873, 011 822 1877",ikassam@lubrimax.co.za,http://â€‹www.lubrimax.co.za,N/A
AMITA FENCE,"083 294 5572, 011 740 4220",amitaspark@telkomsa.net,N/A,N/A
ANDYS LOCK & KEY LOCKSMITH,011 888 3344,andy@andyslockandkey.co.za,N/A,N/A
DOOSAN INTERNATIONAL SOUTH AFRICA (PTY) Ltd,"011 864 7574, 011 864 1512, 082 377 7509",daphne.seiler@doosan.com,N/A,N/A
SPACE STEEL cc,"011 693 2611, 082 4682170, 011 693 6105",hdeswardt@lantic.net,N/A,N/A
DXN INTERNATIONAL (SA),011 838 7992,dxn@icon.co.za,N/A,N/A
NIEUWSTAD ROADFREIGHT (PTY) Ltd,"011 730 8000, 011 730 8017",nieuwstad@lantic.net,N/A,N/A
GAYDONS MOTOR SPARES S.A (PTY) Ltd - GAUTENG,011 556 0000,GMSADMIN@TELKOMSA.NET,N/A,N/A
AMM TOWING,"021 591 1574, 082 473 8747, 021 591 2213, 021 591 2277",ammtowing@gmail.com,N/A,N/A
VHARANANI PROPERTIES,"015 295 6085, 011 656 1417",info@vharanani.com,N/A,N/A
HETTIES TRANSPORT,"086 509 6916, 011 908 6641",ulindi@hetties.co.za,N/A,N/A
RIGHT PRICE AIRCONDITIONING ALBERTON GAUTENG SOUTH AFRICA,"011 907 1687, 076 432 5817, 011 900 2394",SALES@RIGHTPRICEAIRCON.CO.ZA,N/A,N/A
EMERALD TOWING,"016 429 9915, 016 429 9904, 016 429 9905, 082 859 2922",reception@emeraldautocraft.co.za,N/A,N/A
UBUNYE CLEANING SERVICES,"011 805 3080, 011 805 0554",helpdesk@ubunye.co.za,N/A,N/A
WILLOW VIEW LODGE & CONFERENCE CENTRE,"011 565 6600, 011 565 6855",samantha@willow-view.co.za,N/A,N/A
TAXI CONER,082 2901 889,info@taxiconer.co.za,N/A,N/A
MPC RECRUITMENT GAUTENG,"011 706 2705, 086 694 3797",recruitment@mpc.co.za,N/A,N/A
GLOBAL REACH LOGISTICS - GAUTENG,011 975 0870,JOHN@GLOBALREACH.CO.ZA,N/A,N/A
EXPERT ELECTRICIANS (PTY) Ltd,072 085 9913,expertelec@live.com,N/A,N/A
PACE DRIVING SCHOOL,"079 156 1123, 011 326 4351",INFO@PACEDRIVING.CO.ZA,N/A,N/A
THE AUTOMATIC SPRINKLER INSPECTION BUREAU,"011 642 1019, 011 642 1703",jennifer@asib.co.za,N/A,N/A
IMBEKO TOURS,"082 516 3279, 012 392 3175",peter@imbekotours.co.za,N/A,N/A
GIFT PLUMBERS & MAINTENANCE,"072 459 8889, 011 025 8979, 082 687 9445, 072 459 8889

082 687 9445, 086 228 3706",giftplumbers@gmail.com,N/A,N/A
STRUCMAC,"011 8222 399, 086 668 1780",MAGDA@STRUCMAC.CO.ZA,N/A,N/A
ATLAS COPCO TOOLS & ASSEMBLY SYSTEM,"011 821 9000, 083 627 7730",N/A,N/A,N/A
ATLAS COPCO TOOLS & ASSEMBLY SYSTEM BOKSBURG,N/A,N/A,N/A,N/A
ATLAS COPCO TOOLS & ASSEMBLY SYSTEM BENONI,011 425 1635,N/A,N/A,N/A
ATLAS COPCO TOOLS & ASSEMBLY SYSTEM BLACKHEATH,021 907 4779,N/A,N/A,N/A
AUTO GALLERY,"011-794-3705, 011-794-3707, 083-266-6677",info@autogallery.co.za,N/A,N/A
SISIMO ENGINEERING,"086 224 7817, 016 931 0355",admin@sisimogroup.co.za,N/A,N/A
WOMEN AT WORK CLEANING SERVICES cc,"086-503-8768, 082-499-4461",woman.work@iburst.co.za,N/A,N/A
NANDI AUTOBODY & SERVICE,"086-754-7112, 011-435-9001",nandiautobody@gmail.com,N/A,N/A
LEGO SA ( PTY) Ltd,"011-475-5977, 011-475-2245","carol.hanfon@lego.com, nishkalan.naidoo@lego.com",N/A,N/A
BMA ELECTRICAL & COMPUTING SERVICES,"011 827 9393, 086 689 1464",bmaecomp@worldonline.co.za,N/A,N/A
STONEHOUSE GRAPHICS (PTY) Ltd,011 966 9900,Info@stonehouse.co.za,N/A,N/A
CARPORT KING,011 864 3451,ronellb@vodamail.co.za,N/A,N/A
KENNYS PRINT,"072 048 3929, 011 614 7438",kennysprints@yahoo.com,N/A,N/A
,"011 791 1150, 011 793 2837, 072 371 7178",sales@heatking.co.za,N/A,N/A
HEATWAVE FIREPLACES & BRAAIS,"011 791 1150, 011 793 2837, 072 371 7178",sales@heatking.co.za,N/A,N/A
REMADE RECYCLE NEWTOWN,"011 834 4548, 011 833 5683",info@remade.co.za,N/A,N/A
REMADE RECYCLE RANDBURG,"011 873 6545, 086 686 8710",info@remade.co.za,N/A,N/A
REMADE RECYCLE RANDFONTEIN,"011 692 3130, 011 412 2092",info@remade.co.za,N/A,N/A
REMADE RECYCLE SPRINGS,"011 812 2414, 011 812 1067",info@remade.co.za,N/A,N/A
REMADE RECYCLE RUSTENBURG,"014 592 4157, 014 597 0505",info@remade.co.za,N/A,N/A
FANCY FLUSH,011 835 1054,sales@chillingaffairs.co.za,N/A,N/A
VIKA GRAPHICS,"084 326 1967, 011 326 4426, 011 326 4437",design@vikagraphics.co.za,N/A,N/A
TIVONELENI CONSTRUCTION & CLEANING SERVICES,"011 0502723, 086 2266 918, 072-480-9082",tivonelenibuilding@gmail.com,N/A,N/A
THREE STAR CONSTRUCTION,016 583 0576,jabulanis@ovi.com,N/A,N/A
ROCHE PRODUCTS (PTY) Ltd  BIRDHAVEN JOHANNESBURG,011 447 5283,N/A,N/A,N/A
ROCHE PRODUCTS (PTY) Ltd FERNDALE,011 781 4809,N/A,N/A,N/A
ROCHE PRODUCTS (PTY) Ltd JOHANNESBURG,011 447 2307,N/A,N/A,N/A
ROCHE PRODUCTS (PTY) Ltd KEMPTON PARK 2,011 974 3983,N/A,N/A,N/A
ROCHE PRODUCTS (PTY) Ltd  KEMPTON PARK 3,011 974 1887,N/A,N/A,N/A
ROCHE PRODUCTS (PTY) Ltd  KEMPTON PARK,011 392 3635,N/A,N/A,N/A
ROCHE PRODUCTS (PTY) Ltd PORT ELIZABETH,082 829 7036,N/A,N/A,N/A
ROCHE PRODUCTS (PTY) Ltd RANDBURG,011 326 0791,N/A,N/A,N/A
ROCHE PRODUCTS (PTY) Ltd RIVER PARK,021 680 5330,N/A,N/A,N/A
INTERCITY XPRESS GRASMERE,"086 625 7394, 087 150 1895",customercare@intercity.co.za,N/A,N/A
INTERCITY XPRESS LENASIA SOUTH,031 305 9090,customercare@intercity.co.za,N/A,N/A
INTERCITY XPRESS KEMPTON PARK,011 390 3952,customercare@intercity.co.za,N/A,N/A
AQUAMECCA (PTY) Ltd,"083 564 2788, 011 953 4990, 011 953 1917, 011 953 1916",michelle@aquamecca.co.za,N/A,N/A
INTERCITY XPRESS PARK STATION,"011 333 1328, 086 583 4181",parkstation@intercity.co.za,N/A,N/A
A2A KOPANO INCORPORATED JOHANNESBURG,"087 802 5219, 011 837 6294",N/A,N/A,N/A
MI LIFT cc,"011 888 9148, 083 679 1208, 011 888 3308",info@milifting.co.za,N/A,N/A
AIR AFRICA AIRCONDITIONING t/a RIGHT PRICE AIRCONDITIONING,"011 907 1687, 011 900 2394, 076 474 1344",sales@rightpriceaircon.co.za,N/A,N/A
FENCING MATERIALS cc,"011 673 1130, 011 673 1128",silvia@fencingmaterials.co.za,N/A,N/A
HANDYMAN-SA PROFESSIONAL MAINTENANCE SERVICES,"086 606 5789, 079 871 5962",HIRE@HANDYMAN-SA.COM,N/A,N/A
TOOLING & ENGINEERING,"011 425 4647, 011 892 1530, 011 892 5241, 011 849 1489, 082 490 6305",TOOLENG@ANANZI.CO.ZA,N/A,N/A
SIMPLY GORGEOUS,"071 129 3450, 011 234 7352",SALES@SIMPLYGORGEOUS.CO.ZA,N/A,N/A
BUTCHER BLOCK GAUTENG,"011 447 3298, 011 788 3518",butcherblock@in-africa.co.za,N/A,N/A
SPAAR ON SPARES & HARDWARE,"011 435 1220, 011 435 9985",sosgolfrate@mweb.co.za,N/A,N/A
ULLMAN BROS (Pty) Ltd,"011 474 3448, 011 474 2406",info@ullmanns.co.za,N/A,N/A
PROFESSIONAL & INDUSTRIAL SERVICES (Pty) Ltd,"086 601 6684, 011 281 2020, 086 122 8882",recruitment@pro-industrial.co.za,N/A,N/A
SPOT ON LOCKSMITHS,"011 482 7480, 082 556 7016",spotonlock@gmail.com,N/A,N/A
AIR PRODUCTS SA (Pty) Ltd  - SPRINGS,011 730 8500,taylorg@airproducts.co.za,N/A,N/A
AIR PRODUCTS SA (Pty) Ltd  - KEMPTON PARK,"011 570 5000, 011 570 5284",taylorg@airproducts.co.za,N/A,N/A
AIR PRODUCTS SA (Pty) Ltd  - WITBANK,"013 697 6480, 013 692 3498",taylorg@airproducts.co.za,N/A,N/A
AIR PRODUCTS SA (Pty) Ltd.,"034 318 1415, 034 328 8700",taylorg@airproducts.co.za,N/A,N/A
BADHAM'S FOURWAYS KENNELS,"011 705 1880, 082 372 7500",badhams@4wayskennels.co.za,N/A,N/A
GRAPEVINE GAUTENG,011 317 3643,N/A,N/A,N/A
Yates National Lubricants,"011 493 7580, 011 493 2489",N/A,N/A,N/A
GOOSEBUMPS DISTRIBUTORS (Pty) Ltd CITY DEEP,"011 613 5254, 011 613 3993",N/A,N/A,N/A
CAPE COOKIES - MIDRAND,"011 805 1880, 011 805 2825",orders@capecookies.com,N/A,N/A
