Business Name,Description,Possible Address,Phone Numbers,Emails,Websites
WAGGENER EDSTROM,"Business Name		:	WAGGENER EDSTROM			
						
Physical Add.		:	The Mettle Building, 33 Fricker Rd, Illovo, Sandton, Gauteng,			
			South Africa			
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 550 5400			
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:	msorour@waggeneredstrom.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Communications Consultants			2) 	PR Agency	
3)	Public Relations","33 Fricker Rd, Illovo, Sandton, Gauteng,			
			South Africa			
						
Postal Add.		; 011 550 5400			
Fax No.		",,msorour@waggeneredstrom.co.za,
PROVANTAGE PTY LTD (Head Office),"Business Name		:	PROVANTAGE PTY LTD (Head Office)			
						
Physical Add.		:	23 Republic Road, Bordeaux, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		:	PO Box 3052,			
		 	Cramerview, 2060			
						
Telephone No.		:	0861 776 826			
Fax No.		:	011 543 7667			
Cellular No.		:				
E-Mail Add.		:	info@provantage.co.za			
Website Add.		:	www.provantage.co.za			
TRADE HEADINGS						
1) 	Media Consultants			2) 	Advertising Agencies","23 Republic Road, Bordeaux, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		; 2060			
						
Telephone No.		; 0861 776 826			
Fax No.		; 011 543 7667			
Cellular No.		",,info@provantage.co.za,
LITHA COMMUNICATIONS,"Business Name		:	LITHA COMMUNICATIONS			
						
Physical Add.		:	9 St David’s Park, St David’s Place, Parktown, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 484 7663			
Fax No.		:	011 484 0345			
Cellular No.		:				
E-Mail Add.		:	projects@lithacommunications.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Communications			2) 	Events Management	
3)	Public Relations			4)","9 St David; 011 484 7663			
Fax No.		; 011 484 0345			
Cellular No.		",,projects@lithacommunications.co.za,
MEICARE SOLUTIONS CC,"Business Name		:	MEICARE SOLUTIONS CC			
						
Physical Add.		:	Unit16 Kya North Park, Bernie St, Kya Sand, Randburg, Gauteng,			
			South Africa			
						
Postal Add.		:	PO Box 1557, Olivedale,			
		 	Randburg, 2158			
						
Telephone No.		:	011 708 1395 / 011 708 0451 / 011 708 7119			
Fax No.		:	086 656 6781			
Cellular No.		:	083 632 7752			
E-Mail Add.		:	meyer@meicaresolutions.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Medical Supplies","16 Kya North Park, Bernie St, Kya Sand, Randburg, Gauteng,			
			South Africa			
						
Postal Add.		; 2158			
						
Telephone No.		; 011 708 1395 ; 011 708 0451 ; 011 708 7119			
Fax No.		; 086 656 6781			
Cellular No.		; 083 632 7752			
E-Mail Add.		",,meyer@meicaresolutions.co.za,
VELOCITY FILMS (PTY) LTD (Johannesburg),"Business Name		:	VELOCITY FILMS (PTY) LTD (Johannesburg)			
						
Physical Add.		:	38 Wessel Road, Rivonia, Sandton, Johannesburg, Gauteng, 			
			South Africa			
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 807 0100 / 011 807 0255			
Fax No.		:	011 807 1208			
Cellular No.		:				
E-Mail Add.		:	info@velocityfilms.com			
Website Add.		:	www.velocityfilms.com			
TRADE HEADINGS						
1) 	Production Company","38 Wessel Road, Rivonia, Sandton, Johannesburg, Gauteng, 			
			South Africa			
						
Postal Add.		; 011 807 0100 ; 011 807 0255			
Fax No.		; 011 807 1208			
Cellular No.		",,info@velocityfilms.com,
CSX Customer Services (PTY) Ltd,"Business Name	:	CSX Customer Services (PTY) Ltd



Physical Add.	:	14 Enterprise Close, Linbro Business Park, Sandton, Johannesburg, 2090,	


South Africa	

Postal Add.	:	P O Box 1697, Bramley, 2018	





Telephone No.	:	011 663 9300	


Call Centre	:	086 067 0000	
Cellular No.	:	

E-Mail Add.	:	info@csx.co.za	
Website Add.	:	www.csx.co.za	
TRADE HEADINGS
1	Document Imaging Scanners	2) 	Education & Assessments Solutions

3)	Packaging Equipment	4) 	Library Security & RFID Products	
5) 	               Microfilm & Book Scanners	           6)        Access Control	

7)	                Medical Sterilizers 	           8)        Security Printing","14 Enterprise Close, Linbro Business Park, Sandton, Johannesburg, 2090,	


South Africa	

Postal Add.	; 2018	





Telephone No.	; 011 663 9300	


Call Centre	; 086 067 0000	
Cellular No.	; 1	Document Imaging Scanners	2",,info@csx.co.za,
ROERING CREATIVE KIN (PTY) Ltd,"Business Name		:	ROERING CREATIVE KIN (PTY) Ltd			
						
Physical Add.		:	1 BRIAN STREET, SANDTON, GAUTENG			
			South Africa			
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 513 7700			
Fax No.		:	011 513 7710			
Cellular No.		:				
E-Mail Add.		:	INFO@RCK.CO.ZA			
Website Add.		:				
TRADE HEADINGS						
1) 	Communications Consultants			2) 	Digital Media	
3)	Relationship Marketing			4) 	Brand Activation","1 BRIAN STREET, SANDTON, GAUTENG			
			South Africa			
						
Postal Add.		; 011 513 7700			
Fax No.		; 011 513 7710			
Cellular No.		",,INFO@RCK.CO.ZA,
THELLONG DEVELOPMENT SERVICES (Head Office),"Business Name		:	THELLONG DEVELOPMENT SERVICES (Head Office)			
						
Physical Add.		:	38 Zambezi Street, Three Rivers, Vereeniging, Gauteng,			
			South Africa			
						
Postal Add.		:				
		 				
						
Telephone No.		:	016 454 0119			
Fax No.		:	086 694 8188			
Cellular No.		:				
E-Mail Add.		:	info@thellong.co.za			
Website Add.		:	www.thellong.co.za			
TRADE HEADINGS						
1) 	Civil and Structural Engineering			2) 	Corporate Offices	
3)	Development Consultants			4) 	Consulting Engineers","38 Zambezi Street, Three Rivers, Vereeniging, Gauteng,			
			South Africa			
						
Postal Add.		; 016 454 0119			
Fax No.		; 086 694 8188			
Cellular No.		",,info@thellong.co.za,
TECHNIKON LABORATORIES (PTY) LTD,"Business Name		:	TECHNIKON LABORATORIES (PTY) LTD			
						
Physical Add.		:	1073 Anvil Road, Robertville, Florida, Gauteng, 			
			South Africa			
						
Postal Add.		:	P.O.Box 150, 			
		 	Maraisburg, 1700			
						
Telephone No.		:	011 674 1091			
Fax No.		:	011 674 5300			
Cellular No.		:				
E-Mail Add.		:	marketing@techlab.co.za			
Website Add.		:	www.techlab.co.za			
TRADE HEADINGS						
1) 	Pharmaceutical contract mnfr			2) 	Laboratories - Research & Testing","1073 Anvil Road, Robertville, Florida, Gauteng, 			
			South Africa			
						
Postal Add.		; 1700			
						
Telephone No.		; 011 674 1091			
Fax No.		; 011 674 5300			
Cellular No.		",,marketing@techlab.co.za,
INDEPENDENT ACTUARIES & CONSULTANTS (PTY) LTD (Woodmead),"Business Name		:	INDEPENDENT ACTUARIES & CONSULTANTS (PTY) LTD (Woodmead)			
						
Physical Add.		:	Woodmead Office Park, Bridle Close, Woodmead, Gauteng,			
			South Africa			
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 656 4170			
Fax No.		:	011 656 4171			
Cellular No.		:				
E-Mail Add.		:	info@iac.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Actuarial Consultants			2) 	Consultant Services","011 656 4170			
Fax No.		; 011 656 4171			
Cellular No.		",,info@iac.co.za,
FLUOR SA (PTY) LTD (Woodmead),"Business Name		:	FLUOR SA (PTY) LTD (Woodmead)			
						
Physical Add.		:	Woodmead North Office Park , 54 Maxwell Drive, Jukskei View, Sandton, Gauteng, 			
			South Africa			
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 519 6000			
Fax No.		:	011 233 3805			
Cellular No.		:				
E-Mail Add.		:	sales@fluor.com			
Website Add.		:				
TRADE HEADINGS						
1) 	Consulting Engineers			2) 	Project Management	
3)	Procurement / Fabrication			4) 	Construction","54 Maxwell Drive, Jukskei View, Sandton, Gauteng, 			
			South Africa			
						
Postal Add.		; 011 519 6000			
Fax No.		; 011 233 3805			
Cellular No.		",,sales@fluor.com,
PURE LIGHT LED PRODUCTS,"Business Name		:	PURE LIGHT LED PRODUCTS			
						
Physical Add.		:	11 Kramer Rd, Kramerville, Sandton, Gauteng, 			
			South Africa			
						
Postal Add.		:	PO Box 5243, 			
		 	Dainfern North 2174			
						
Telephone No.		:	011 262 2770			
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:	sales@purelightledproducts.com			
Website Add.		:				
TRADE HEADINGS						
1) 	Lighting Systems & Equipment			2) 	LED Products","11 Kramer Rd, Kramerville, Sandton, Gauteng, 			
			South Africa			
						
Postal Add.		; 2174			
						
Telephone No.		; 011 262 2770			
Fax No.		",,sales@purelightledproducts.com,
G & K GRAY TRAINING CC,"Business Name		:	G&K GRAY TRAINING CC			
						
Physical Add.		:	6 Bona Vista Road, Florida Hills, Roodepoort, Gauteng,			
			South Africa			
						
Postal Add.		:	PO Box 591,			
		 	Florida Hills, 1716			
						
Telephone No.		:	011 472 3516			
Fax No.		:	011 472 4999			
Cellular No.		:	082 330 7346			
E-Mail Add.		:	admin@gray-matters.com			
Website Add.		:	www.gray-matters.com			
TRADE HEADINGS						
1) 	Training Companies And Centres			2) 	Training Providers","6 Bona Vista Road, Florida Hills, Roodepoort, Gauteng,			
			South Africa			
						
Postal Add.		; 1716			
						
Telephone No.		; 011 472 3516			
Fax No.		; 011 472 4999			
Cellular No.		; 082 330 7346			
E-Mail Add.		",,admin@gray-matters.com,
INSTITUTE OF BANKERS IN SA,"Business Name		:	INSTITUTE OF BANKERS IN SA			
						
Physical Add.		:	Sunnyside Ridge Bldg, 32 Princes Of Wales Terrace, Parktown, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 268 0669			
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:	info@iob.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Banking Institution 			2) 	Finance institution","32 Princes Of Wales Terrace, Parktown, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		; 011 268 0669			
Fax No.		",,info@iob.co.za,
W H S E CONSULTANTS CC (Centurion),"Business Name		:	W H S E CONSULTANTS CC (Centurion)			
						
Physical Add.		:	1055 Saxby Avenue, Eldoraigne, Centurion, Gauteng,			
			South Africa			
						
Postal Add.		:	PO Box 50412,			
		 	Hercules, 0030			
						
Telephone No.		:	012 654 7231			
Fax No.		:	012 654 8528			
Cellular No.		:				
E-Mail Add.		:	analise@whse.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Environmental Consultants			2) 	Health & Safety	
3)	Occupational Health			4) 	Enviromental Training & Consultancy","1055 Saxby Avenue, Eldoraigne, Centurion, Gauteng,			
			South Africa			
						
Postal Add.		; 0030			
						
Telephone No.		; 012 654 7231			
Fax No.		; 012 654 8528			
Cellular No.		",,analise@whse.co.za,
GAARONA VALLEY LODGE,"Business Name		:	GAARONA VALLEY LODGE 			
						
Physical Add.		:	UIL STREET, SHALIMAR RIDGE, HEIDELBERG 			
			South Africa			
						
Postal Add.		:	P O BOX 1279, HEIDELBERG			
		 				
						
Telephone No.		:	016 349 6424			
Fax No.		:	086 766 2289			
Cellular No.		:				
E-Mail Add.		:	info@gaarona.co.za			
Website Add.		:	www.gaarona.co.za			
TRADE HEADINGS						
1) 	Accommodation Establishments			2) 	Conference Function	
3)	Wedding Venues","016 349 6424			
Fax No.		; 086 766 2289			
Cellular No.		",,info@gaarona.co.za,
C D J LAND SURVEYORS,"Business Name		:	C D J LAND SURVEYORS			
						
Physical Add.		:	170 Golf Club Trce, Constantia Kloof, Roodepoort, Gauteng, 			
			South Africa			
						
Postal Add.		:	PO Box 4725,			
		 	Johannesburg, 1715			
						
Telephone No.		:	011 768 1233			
Fax No.		:	011 375 4003			
Cellular No.		:				
E-Mail Add.		:	info@cdj.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Land Surveyors			2) 	Project Management	
3)	Topographical Surveys			4)","170 Golf Club Trce, Constantia Kloof, Roodepoort, Gauteng, 			
			South Africa			
						
Postal Add.		; 1715			
						
Telephone No.		; 011 768 1233			
Fax No.		; 011 375 4003			
Cellular No.		",,info@cdj.co.za,
CORPORATE TRAVELLER,"Business Name		:	CORPORATE TRAVELLER			
						
Physical Add.		:	Pendoring Office Park, 299 Pendoring St, Blackheath, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		:				
		 				
						
Telephone No.		:	087 740 5090	011 778 8903 		
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:	experts@corporatetraveller.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Travel Agencies			2) 	Travel Agents","299 Pendoring St, Blackheath, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		; 087 740 5090	011 778 8903 		
Fax No.		",,experts@corporatetraveller.co.za,
GRANDMARK INTERNATIONAL (Johannesburg),"Business Name		:	GRANDMARK INTERNATIONAL (Johannesburg)			
						
Physical Add.		:	26 Genesis Boulevard, Crown Mines, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		:	PO Box 1046, Crown Mines,			
		 	Johannesburg, 2025			
						
Telephone No.		:	011 226 9209			
Fax No.		:	011 837 1189			
Cellular No.		:				
E-Mail Add.		:	info@grandmark.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Automotive Parts 			2) 	Car Parts 	
3)	Motor Spares			4)","26 Genesis Boulevard, Crown Mines, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		; 2025			
						
Telephone No.		; 011 226 9209			
Fax No.		; 011 837 1189			
Cellular No.		",,info@grandmark.co.za,
UNIGLOBE TRAVEL,"Business Name		:	UNIGLOBE TRAVEL			
						
Physical Add.		:	14 Kramer Road, Krammerville, Sandton, Gauteng,			
			South Africa			
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 444 8910			
Fax No.		:	011 444 8962			
Cellular No.		:				
E-Mail Add.		:	enquiries@uniglobetravelsa.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Travel Agencies			2) 	Travel Agents","14 Kramer Road, Krammerville, Sandton, Gauteng,			
			South Africa			
						
Postal Add.		; 011 444 8910			
Fax No.		; 011 444 8962			
Cellular No.		",,enquiries@uniglobetravelsa.co.za,
FOGHOUND STUDIOS ( Pty ) LTD,"Business Name		:	FOGHOUND STUDIOS			
						
Physical Add.		:	24 Richards Dve, Midrand, Johannesburg, Gauteng, 			
			South Africa			
						
Postal Add.		:	P O Box 2298, Halfway House, 1685			
		 				
						
Telephone No.		:	011 541 0000			
Fax No.		:	011 541 0007			
Cellular No.		:	083 412 9601			
E-Mail Add.		:	kobus@foghound.co.za			
Website Add.		:	www.foghound.co.za			
TRADE HEADINGS						
1) 	Advertising Agencies & Studios","24 Richards Dve, Midrand, Johannesburg, Gauteng, 			
			South Africa			
						
Postal Add.		; 1685			
		 				
						
Telephone No.		; 011 541 0000			
Fax No.		; 011 541 0007			
Cellular No.		; 083 412 9601			
E-Mail Add.		",,kobus@foghound.co.za,
MOTHEO TRAINING INSTITUTE TRUST,"Business Name		:	MOTHEO TRAINING INSTITUTE TRUST			
						
Physical Add.		:	5834 Mashudu Cres, Etwatwa EXT 2, Daveyton, Gauteng,			
			South Africa			
						
Postal Add.		:	P O Box 5834,			
		 	Daveyton, 1520			
						
Telephone No.		:	011 962 1698			
Fax No.		:	086 426 283*			
Cellular No.		:	079 426 2630			
E-Mail Add.		:	rexmotheo@gmail.com			
Website Add.		:	www.rexmotheo.co.za			
TRADE HEADINGS						
1) 	Training Institutions","5834 Mashudu Cres, Etwatwa EXT 2, Daveyton, Gauteng,			
			South Africa			
						
Postal Add.		; 1520			
						
Telephone No.		; 011 962 1698			
Fax No.		; 086 426 283; 079 426 2630			
E-Mail Add.		",,rexmotheo@gmail.com,
MAVAVASA PLUMBING MAINTENANCE CC,"Business Name		:	MAVAVASA PLUMBING MAINTENANCE CC			
						
Physical Add.		:	Jb Marks St, Kemptonpark, Kempton Park, Gauteng			
			South Africa			
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 039 0725			
Fax No.		:				
Cellular No.		:	072 4529203			
E-Mail Add.		:	mavavasa.plumbing@gmail.com			
Website Add.		:				
TRADE HEADINGS						
1) 	drain and sewer cleaning			2) 	plumbers and sanitary engineers	
3)	leak detection			4) 	blocked drains","011 039 0725			
Fax No.		; 072 4529203			
E-Mail Add.		",,mavavasa.plumbing@gmail.com,
SEARCH PARTNERS INTERNATIONAL (PTY) LTD,"Business Name		:	SEARCH PARTNERS INTERNATIONAL (PTY) LTD			
						
Physical Add.		:	39 West Street, Houghton Estate, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		:	PO Box 47253, Parklands,			
		 	Johannesburg, 2121			
						
Telephone No.		:	011 728 0105			
Fax No.		:	011 728 4909			
Cellular No.		:				
E-Mail Add.		:	info@spint.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Recruitment Agency			2) 	Personnel Consultants	
3)	Executive Search Firms","39 West Street, Houghton Estate, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		; 2121			
						
Telephone No.		; 011 728 0105			
Fax No.		; 011 728 4909			
Cellular No.		",,info@spint.co.za,
RIALTO FOODS (PTY) LTD (Johannesburg),"Business Name		:	RIALTO FOODS (PTY) LTD (Johnanesburg)			
						
Physical Add.		:	Stand 25, 1st Avenue Longlake Extension 1, Linbro Park, Johnanesburg, Gauteng,			
			South Africa			
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 453 0438			
Fax No.		:	011 4540726			
Cellular No.		:				
E-Mail Add.		:	info@rialtofoods.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Food Distributors			2) 	Food Importers","011 453 0438			
Fax No.		; 011 4540726			
Cellular No.		",,info@rialtofoods.co.za,
BIZERBA SOUTHERN AFRICA (PTY) LTD (Johannesburg),"Business Name		:	BIZERBA SOUTHERN AFRICA (PTY) LTD (Johannesburg)			
						
Physical Add.		:	Unit 24, Robertville Industrial Park, 254 Nadine Street, Roodepoort, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 472 0586			
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:	sales_za@bizerba.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Scales & Mass Measuring Machines			2) 	Weigh Bridges	
3)	Weighing Equipment 			4) 	Electronic & Mechanical Scales","254 Nadine Street, Roodepoort, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		; 011 472 0586			
Fax No.		",,sales_za@bizerba.co.za,
MDS VISAPAK (Head Office),"Business Name		:	MDS VISAPAK (Head Office)			
						
Physical Add.		:	MDS House, 58c Webber Street, Selby, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 241 4900	079 884 0331 CARLA		
Fax No.		:	011 493 6888			
Cellular No.		:				
E-Mail Add.		:	carla@visas.co.za			
Website Add.		:	www.visas.co.za			
TRADE HEADINGS						
1) 	Travel Assistance			2) 	VISAS	
3)	Visa Applications","011 241 4900	079 884 0331 CARLA		
Fax No.		; 011 493 6888			
Cellular No.		",,carla@visas.co.za,
GLOBAL MICRO SOLUTIONS (PTY) LTD,"Business Name		:	GLOBAL MICRO SOLUTIONS (PTY) LTD			
						
Physical Add.		:	5th floor Global Hse, 28 Sturdee Avenue, Rosebank, Johannesburg, 2196			
			South Africa			
						
Postal Add.		:	PO Box 2174			
		 	Parklands, 2121			
						
Telephone No.		:	011 731 0600			
Fax No.		:	011 731 0601			
Cellular No.		:				
E-Mail Add.		:	natalie@globalmicro.co.za			
Website Add.		:	www.globalmicro.co.za			
TRADE HEADINGS						
1) 	desktop and application services			2) 	enterprise cloud storage	
3)	hosted backup and exchange			4) 	mxvault email protection","28 Sturdee Avenue, Rosebank, Johannesburg, 2196			
			South Africa			
						
Postal Add.		; 2174			
		 	Parklands, 2121			
						
Telephone No.		; 011 731 0600			
Fax No.		; 011 731 0601			
Cellular No.		",,natalie@globalmicro.co.za,
SURE EPCOT TRAVEL,"Business Name		:	SURE EPCOT TRAVEL			
						
Physical Add.		:	Cnr. Bekker Ave & Hendrik Potgieter Rd, Dalview, Brakpan, Gauteng,			
			South Africa			
						
Postal Add.		:	PO Box 138,			
		 	Brakpan, 1540			
						
Telephone No.		:	011 744 3613			
Fax No.		:	011 740 2668			
Cellular No.		:				
E-Mail Add.		:	kumedi@epcot.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Travel Agencies			2) 	Travel Agents","1540			
						
Telephone No.		; 011 744 3613			
Fax No.		; 011 740 2668			
Cellular No.		",,kumedi@epcot.co.za,
APROLAB,"Business Name		:	APROLAB			
						
Physical Add.		:	10 Wallace St, Waverley, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		:	P O Box 489, 			
		 	Highlands North, 2037			
						
Telephone No.		:	011 786 9501			
Fax No.		:	011 786 9501			
Cellular No.		:				
E-Mail Add.		:	aprolab@icon.co.za			
Website Add.		:				
TRADE HEADINGS						
1) 	Psychometric Assessments			2) 	Psychological Tests	
3)	Psychotherapy","10 Wallace St, Waverley, Johannesburg, Gauteng,			
			South Africa			
						
Postal Add.		; 2037			
						
Telephone No.		; 011 786 9501			
Fax No.		; 011 786 9501			
Cellular No.		",,aprolab@icon.co.za,
CHUCK PRINT,"Business Name		:	CHUCK PRINT			
						
Physical Add.		:	14450  DIALE STREET, EXT 2, KWA THEMA, 1575			
			SOUTH AFRICA			
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 736 7822			
Fax No.		:	086 653 2572			
Cellular No.		:				
E-Mail Add.		:	nakedi@chuckprint.co.za			
Website Add.		:	www.chuckprint.co.za			
TRADE HEADINGS						
1) 	PRINTING			2) 	BANNERS	
3)	DESIGN & PRINTNG SERVICES			4) 	PRINT","14450  DIALE STREET, EXT 2, KWA THEMA, 1575			
			SOUTH AFRICA			
						
Postal Add.		; 011 736 7822			
Fax No.		; 086 653 2572			
Cellular No.		",,nakedi@chuckprint.co.za,
HIGH TECH THERAPY - GAUTENG,"Business Name		:	HIGH TECH THERAPY			
						
Physical Add.		:	52 DESIGNER BLVRD DÉCOR PARK, NEWMARKET RD, NORTH RIDING,SANDTON			
			GAUTENG.SA			
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 704 6711			
Fax No.		:	011 704 6711			
Cellular No.		:	072 958 2571			
E-Mail Add.		:	AWEN@HTHERAPY.CO.ZA			
Website Add.		:				
TRADE HEADINGS						
1) 	ACCUPUNCTURE			2) 	CARDIO EQUIPMENT	
3)	MEDICAL EQUIPMENT			4) 	MEDICAL SUPPLIES","52 DESIGNER BLVRD DÉCOR PARK, NEWMARKET RD, NORTH RIDING,SANDTON			
			GAUTENG.SA			
						
Postal Add.		; 011 704 6711			
Fax No.		; 011 704 6711			
Cellular No.		; 072 958 2571			
E-Mail Add.		",,AWEN@HTHERAPY.CO.ZA,
ELECTRO-SPYRES MEDICAL,"Business Name		:	ELECTRO-SPYRES MEDICAL			
						
Physical Add.		:	LONGMEADOW BUSINESS ESTATE. 9 FRIESLAND DRIVE,MODDERFONTEIN 			
			JOHANNESBURG,GAUTENG			
						
Postal Add.		:				
		 				
						
Telephone No.		:	011  608 3998			
Fax No.		:	011 402 7132			
Cellular No.		:				
E-Mail Add.		:	SPYRES@GLOBAL.CO..ZA ; INFO@ELECTROSPYRES.COM			
Website Add.		:				
TRADE HEADINGS						
1) 	ELECTROSURGICAL ACCESSORIES			2) 	MEDICAL SUPPLIES	
3)	WOUND CARE DRESSINGS","9 FRIESLAND DRIVE,MODDERFONTEIN 			
			JOHANNESBURG,GAUTENG			
						
Postal Add.		; 011  608 3998			
Fax No.		; 011 402 7132			
Cellular No.		",,"SPYRES@GLOBAL.CO..ZA, INFO@ELECTROSPYRES.COM",
ASPEN PHARMACARE HEAD OFFICE,"Business Name		:	ASPEN PHARMACARE			
						
Physical Add.		:	Corporate Office Healthcare, Woodlands Drive, Sandton, Gauteng			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 239 6100			
Fax No.		:	011 239 6501			
Cellular No.		:				
E-Mail Add.		:				
Website Add.		:	www.aspenpharma.com			
TRADE HEADINGS						
1) 	Healthcare			2) 	Pharmaceutical supplies	
3)	Tablets & Capsules			4) 	Pharmaceutical Makers","011 239 6100			
Fax No.		; 011 239 6501			
Cellular No.		",,,
ASPEN PHARMACARE SANDTON,"Business Name		:	ASPEN PHARMACARE SANDTON			
						
Physical Add.		:	10 HEATHCAVEPARK, WOODLANDS DVE, WOODMEAD, SANDTON, GAUTENG			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 239 6000			
Fax No.		:	011 2396231			
Cellular No.		:				
E-Mail Add.		:				
Website Add.		:	www.aspenpharma.com			
TRADE HEADINGS						
1) 	Healthcare			2) 	Pharmaceutical supplies	
3)	Tablets & Capsules			4) 	PharmaceutIcal Makers","10 HEATHCAVEPARK, WOODLANDS DVE, WOODMEAD, SANDTON, GAUTENG			
						
						
Postal Add.		; 011 239 6000			
Fax No.		; 011 2396231			
Cellular No.		",,,
ASPEN PHARMACARE NORTHRIDING,"Business Name		:	ASPEN PHARMACARE NORTHRIDING			
						
Physical Add.		:	229 BOX, NORTH RIDING, GAUTENG			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 239 6000			
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:				
Website Add.		:	www.aspenpharma.com			
TRADE HEADINGS						
1) 	Healthcare			2) 	Pharmaceutical supplies	
3)	Tablets & Capsules			4) 	Pharmaceutical Makers","229 BOX, NORTH RIDING, GAUTENG			
						
						
Postal Add.		; 011 239 6000			
Fax No.		",,,
ASPEN PHARMACARE CONSUMER HOTLINE,"Business Name		:	ASPEN PHARMACARE CONSUMER HOTLINE 			
						
Physical Add.		:	JOHANNESBURG			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	0800 122 912			
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:				
Website Add.		:	www.aspenpharma.com			
TRADE HEADINGS						
1) 	Healthcare			2) 	Pharmaceutical supplies	
3)	Tablets & Capsules			4) 	Pharmaceutical Makers","0800 122 912			
Fax No.		",,,
Priocus Logistics Door To Door Deliveries Freight Logistics Johannesburg,"Business Name		:	Priocus Logistics			
						
Physical Add.		:	206 Highland Road, Kensignton, Johannesburg, 2101, Gauteng, South Africa			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 615 7080			
Fax No.		:				
Cellular No.		:	081 248 7270			
E-Mail Add.		:	mxolisi@priocuslogistics.co.za			
Website Add.		:	www.priocuslogistics.co.za			
TRADE HEADINGS						
1)	Deliveries			2)	Engineers-Logistics	
3)	Door To Door			4) 	Freight Logistics","206 Highland Road, Kensignton, Johannesburg, 2101, Gauteng, South Africa			
						
						
Postal Add.		; 011 615 7080			
Fax No.		; 081 248 7270			
E-Mail Add.		",,mxolisi@priocuslogistics.co.za,
Kranon Holding (Pty)  Ltd,"Business Name		:	Kranon Holding (Pty)  Ltd			
						
Physical Add 		:	Plot 111, 5th Rd, Rynfield AH, Benoni, Gauteng, South Africa			
						
						
Postal Add.		:				
		 				
						
Telephone No.		:	011 969 6016			
Fax No.		:				
Cellular No.		:				
E-Mail Add.		:	info@kranon.co.za			
Website Add.		:	www.kranon.co.za			
TRADE HEADINGS						
1)	Logistics Ditribution","011 969 6016			
Fax No.		",,info@kranon.co.za,
