Name,Category,Phone,Email,Description
Rustenburg Sakekamer,North West,0828 015 038,,
Potchefstroom / Tlokwe Sakekamer,North West,0825 511 625,,
Lichtenburg Sakekamer,North West,018 633 1069,,"Tydens die jaarlikse Cleaver Awards is Uitkyk Vleismark as die nasionale wenner in die Platinum kategorie, as die beste slaghuis in die land vir 2013, aangewys. Dit is egter nie die eerste keer dat hierdie slaghuis met die spog toekening wegstap nie, maar..."
Sabie Chamber Of Commerce & Tourism,Mpumalanga,013 590 5452,,"The Sabie Chamber of Commerce &amp; Tourism is a local, independent, non-profit and non-party-political organisation, funded by Membership subscriptions.
We are democratically driven by new imperatives, including democracy, economic transformation and no..."
Piet  Retief Sakekamer,Mpumalanga,0834 087 076,,
Malelane Sakekamer,Mpumalanga,0827 776 076,,
Graskop Chamber of Business & Tourism,Mpumalanga,0761 655 848,,"Graskop Chamber of Business &amp; Tourism (GCBT) is the official representative body of business and tourism in Graskop, Mpumalanga. We are the Local Tourism Organization (LTO) and are affiliated with the Kruger Lowveld Chamber of Business &amp; Tourism w..."
Thabazimbi  Sakekamer,Limpopo,0833 039 230,,The Thabazimbi Business Chamber is an apolitical business organization that accommodates all branches of organised business. Business Chamber members are all considered on an equal level. The size of the business or undertaking is not a determining factor...
Naboomspruit Chamber,Limpopo,0836 430 262,,
Kruger Lowveld Chamber Of Business & Tourism,Mpumalanga,0833 252 121,,"As the official representative body of business and tourism in the Kruger Lowveld (Ehlanzeni District), our main mandates are to promote the region as a tourism and investment destination, to provide a diverse suite of networking and marketing opportuniti..."
Pietermaritzburg Chamber of Business,KwaZulu-Natal,033 345 2747,,"The Pietermaritzburg Chamber of Business (PCB) is a voluntary association of business enterprises and came into existence on 1 August 2002 as a result of the unification of the Midlands Black Business Chamber, the Pietermaritzburg Sakekamer and the Pieter..."
Newcastle Sakekamer,KwaZulu-Natal,034 312 2959,,"&lsquo;n Sakekamer is &lsquo;n organisasie van ekonomiese aktiewe sakelui en ondernemings met die doel om &lsquo;n gesamentlike bedingingsmag te vorm, groepbelange te dien en kragte saam te snoer tot die skepping van welvaart en &lsquo;n sakevriendelike o..."
Tshwane East Business Chamber,Gauteng,01244436490,,Tshwane East Business Chamber is a non-profit organisation whose purpose is to support the growth and success of the business community in the Eastern Region of The City of Tshwane.
Randfontein Publicity Association,Gauteng,011 412 2878 / 082 565 8907,,"Randfontein Publicity Association (RPA) is a non-profit organisation that helps promote local business and also hosts the well known annual Randfontein Show, the third largest show of its kind in the country. The Randfontein Show has been recognised as th..."
Tshwabac Events Center,Local Chambers,123 271 487,,
Kroonstad Business And Tourism,Free State,056 212 3611 / 086 030 4050,,
Harrismith Forum,Free State,,,Welcome to the new&nbsp;Harrismith Forum (formerly Harrismith Business Forum)website. We are now entering into a new exciting technological era where we as Chamber of Commerce and Industry can truly add value to our members. Our new website packed with va...
Groter Johannesburg Sakekamer,Gauteng,729127978,,
Kouga Besigheidsforum,Eastern Cape,084 681 3702,,"KBF is a non-profit organisation.&nbsp;We strive to be the&nbsp;voice of business in the Kouga Region &ndash;&nbsp;Jeffreys Bay, Humansdorp, St. Francis Bay, Hankey, Patensie, Loerie and Thornhill.
KBF is focussed on ensuring the development of initiativ..."
National African Federated Chamber Of Commerce And Indu...,National Chambers,011 492 0004,,"Background The National African Federated Chamber of Commerce and Industry (NAFCOC) is an independent and non-profit business support organisation primarily, but not exclusively, serving the black communityIts main objective is to promote and encourage th..."
BMG Bearing Man Group,RossKlerk Business Forum,012 541 3663,,
Ama Wheelies,Associated Partnerships,(013) 235-0160,,
Rosslyn wholesalers,RossKlerk Business Forum,012 541 1390,,
Nocci Kimberley Noord Kaap Chamber Of Commerce,Northern Cape,0538 305 900,,
Kruger Lowveld Chamber of Business and Tourism,Local Chambers,(013) 755-1988,,
Blue Pointer Steel Office Furniture Manufacturer,RossKlerk Business Forum,012 541 2472,,"Welcome
BLUE POINTER STEEL OFFICE FURNITURE MANUFACTURER (Pty) Ltd was established in 2003 with the main aim being the manufacturing of steel case goods. Initial products manufactured included items such as Stationery cupboards, Filing cabinets, Lockers,..."
Arcadia Primary School,Primary School,0000-00-00,,
Agnes Chidi Primary School,Primary School,0000-00-00,,
H H Hub,GrowSA Membership,0844458858,,
Embassy of Serbia,Embassies,012 460 5626,,
Embassy of Poland,Embassies,012 430 2632,,
Chambers SA,GrowSA Membership,,,Chambers SA
LTG Logistics Transport Globally (Pty) Ltd,RossKlerk Business Forum,087 236 8530,,"LTG Logistics Transport Globally (Pty) Ltd is a leading international freight management and supply chain company, offering its clients a personalised service with dedicated hubs for all their global logistics and freight requirements.
The company has a..."
INDIA Embassy,Government Services,(012) 342 5398,,
BRAZIL Embassy,Government Services,(012) 366 5210,,
BELGIUM Embassy,Government Services,(012) 440 3201,,
Argentine Embassy,Government Services,(012) 342-1056,,
KENYA HIGH COMMISSION,Embassies,012 362 2249,,
High Commission Of The Republic Of Mozambique,Embassies,012 401 0300,,
High Commission of the Republic of Botswana,Embassies,012 430 9640,,
High Commission of Malawi,Embassies,012 342 0146,,
Ghana High Commission,Embassies,012 342 5847,,
Ethiopian Embassy,Embassies,012 346 3542,,
Embassy of Zimbabwe,Embassies,012 342 5125,,
Embassy Of The Republic Of Angola,Embassies,012 342 0049,,
Uganda High Commission,Embassies,012 343 6031,,
Zambia Embassy,Embassies,012 326-1847/97,,
Mauritius High Commission,Embassies,012 342 1283,,
Swaziland Kingdom of High Commission,Embassies,012 344 1910,,
Portugal Embassy,Embassies,012 341 2340 / 2341,,
Norway Embassy,Embassies,012 364 3700,,
Yemen Embassy,Embassies,012 425-0760,,
Vietnam Embassy,Embassies,012 362 8119,,
Uruguay Embassy,Embassies,012 362 6521,,
United Arab Emirates Embassy,Embassies,012  342  7736,,
U.S. Embassy,Embassies,(012) 431-4000,,
TURKISH Embassy,Government Services,(012) 342 6055,,
Tanzania High Commission Embassy,Embassies,012 342 4393 / 4371,,
Sweden Embassy,Embassies,012 426 6400,,
Royal Thai Embassy,Embassies,012 342 5470,,
REPUBLIC OF SOUTH AFRICA Embassy,Government Services,(012) 473 0183,,
REPUBLIC OF CHINA Embassy,Government Services,(012) 431 6505,,
REPUBLIC OF BELARUS Embassy,Government Services,(012) 430 7709,,
REPUBLIC OF AZERBAIJAN Embassy,Government Services,(012) 347 0670,,
Nigeria Federal Republic of High Commission,Embassies,012 342-0805,,
Namibia High Commission,Embassies,012-481-9100,,
Mozambique High Commission,Embassies,012-401-0300,,
JAPAN Embassy,Government Services,(012) 452 1500,,
Georgia Embassy,Government Services,012 346 1821 /1831,,
Embassy of Rwanda,Embassies,012 342 6536,,
Mosselbaai Besigheidskamer,Western Cape,0833 062 301,,
Morreesburg Sakekamer,Western Cape,0827 857 745,,
Malmesbury Sakekamer,Western Cape,0834 551 112,,
Lambertsbaai Sakekamer,Western Cape,0832 504 706,,
Laingsburg Sakekamer,Western Cape,0824 536 057,,
Kaap Agulhas Sakekamer,Western Cape,0826 139 183,,
Goedverwacht Sakekamer,Western Cape,0732 497 127,,
Kanna Kleinsake Ontwikkelingskamer,Western Cape,0785 221 006,,
Helderberg Afrikaanse Sakekamer,Western Cape,0818 531 535,,
Heidelberg Besigheidsforum,Western Cape,0835 735 445,,
Grabouw Sakekamer,Western Cape,0718 941 734,,
Gansbaai Sakekamer,Western Cape,0823 326 634,,
Drakenstein Sakekamer,Western Cape,0795 998 996,,
Clanwilliam Sakekamer,Western Cape,0833 284 575,,
Citrusdal Sakekamer,Western Cape,0828 740 411,,
Ceres  Besigheidsinitiatief,Western Cape,0832 288 585,,
Bonnievale Sakekamer,Western Cape,0833 866 183,,
Ahi Tygerberg Sakekamer,Western Cape,0829 045 997,,
Postmasburg  Nocci,Northern Cape,0824 163 328,,
Zeerust,North West,0731 310 803,,
Wolmaransstad,North West,0837 008 527,,
Ottosdal Sakekamer,North West,0828 283 587,,
Witbank Sakekamer,Mpumalanga,0827 565 865,,
Volksrust  /  Seme  Sakekamer,Mpumalanga,0824 157 725,,
Pilgrims Rest Chamber Of Business & Tourism,Mpumalanga,0742 761 787,,
Groter Lubatse,Limpopo,,,
Burgersfort,Limpopo,0822 578 082,,
Bela-Bela Sakekamer,Limpopo,0836 081 584,,
SBI Zululand Besigheids Instituut,KwaZulu-Natal,0829 258 880,,
Vryheid Sakekamer,KwaZulu-Natal,0837 007 847,,
Philipolis   Sakekamer,Free State,0728 571 300,,
Hlomphanang Secondary School,Research & Knowledge,0127998564,,
Dr A.T Moreosele Secondary School,Research & Knowledge,012 702 0113,,
Business Unity South Africa,National Chambers,+2711 784 8000,,"BUSINESS UNITY SOUTH AFRICA
BUSA is a non-profit company, representing organised business in South Africa. BUSA consists of 36 organisational members representing the following membership categories: unisectoral organisations, corporate representativ..."
Wallmansthal Secondary,Research & Knowledge,0127972255,,
Vukosi Primary School,Research & Knowledge,0127205199,,
Vukani Primary School,Research & Knowledge,0127903442,,
Vukani Mawethu Secondary School,Research & Knowledge,012 805-2627,,
Vlakfontein Secondary School,Research & Knowledge,012 805-2761,,
Village Montessori Private Primary School,Research & Knowledge,0126642944,,
Vezulwazi Primary School,Research & Knowledge,0139370215,,
Uthando Primary School,Research & Knowledge,0127120022,,
Veruan Christian School,Research & Knowledge,,,
Umthombo Primary School,Research & Knowledge,012 805-1613,,
Uoane Primary School,Research & Knowledge,012 801-1617,,
Umnyezane Primary School,Research & Knowledge,0732249743,,
Ukuthula Primary Farm School,Research & Knowledge,0736485592,,
Tyndale Christian School,Research & Knowledge,0123612119,,
Ubuhle-Bezwe Junior Secondary,Research & Knowledge,0127993222,,
Zivuseni Primary School,Research & Knowledge,0139300299,,
Tsibogo Secondary School,Research & Knowledge,012 701 1644,,
Tshimollo Primary School,Research & Knowledge,012 805-4217,,
Tshegofatshong Special School,Research & Knowledge,012 801-5084,,
Tsebe Ntlha Secondary School,Research & Knowledge,012 717-2721,,
Ziphakamiseni Secondary School,Research & Knowledge,0139470061,,
Tsaroga-Phoka Primary School,Research & Knowledge,0127903212,,
Tsako -thabo Secondary School,Research & Knowledge,012 8019632,,
Tomorrow's People Primary School,Research & Knowledge,012 991 5051,,
Tokyo Sexwale Primary School,Research & Knowledge,012 703 4220,,
Tlotlompho Primary School,Research & Knowledge,012 703 1011,,
Zenzeleni Primary School,Research & Knowledge,0139548526,,
Tlamaganyo Primary School,Research & Knowledge,0127981330,,
Tlakukani Primary School,Research & Knowledge,012 801-1684,,
Zakhele Primary School,Research & Knowledge,012 801-3422,,
Tiyelelani Secondary School,Research & Knowledge,0127994200,,
Tipfuxeni Combined School,Research & Knowledge,012 710-0694,,
Tim Modise Primary School,Research & Knowledge,012 703 3055,,
Tiamoko Primary School,Research & Knowledge,0127981329,,
Thutong Junior Secondary School,Research & Knowledge,0127974134,,
Wozanibone Interm Farm School,Research & Knowledge,0139321196,,
Thulasizwe Primary School,Research & Knowledge,0127998920,,
The Way Christian School in Centurion,Research & Knowledge,012 654 9204,,
Willowridge High School,Research & Knowledge,(012) 807-3423,,
The Glen High School,Research & Knowledge,012 348 8625,,
Thakgalang Junior Secondary School,Research & Knowledge,0127120070,,
Tetema Primary School,Research & Knowledge,0139321926,,
Tebogwana Secondary School,Research & Knowledge,012 700 3700,,
Target High School,Research & Knowledge,0123265093,,
Tane Primary School,Research & Knowledge,012 717-3141/710-0035,,
Sutherland High School,Research & Knowledge,0126585880/1/2,,
Sunvalley Primary School,Research & Knowledge,012 701 0297,,
Waterkloof House Preparatory,Research & Knowledge,012 460 5221,,
Sunnyside Primary School,Research & Knowledge,0123438049,,
Strauss Secondary School,Research & Knowledge,0139357010,,
Stanza Bopape Secondary School,Research & Knowledge,012 801-9207,,
ST. Josaph Kulane Primary School,Research & Knowledge,,,
St Paulus Laerskool,Research & Knowledge,012 804-9670,,
Waterkloof Christenskool,Research & Knowledge,0123451181,,
St Mary's Diocesan School For Girls,Research & Knowledge,012 366 0500,,
Varsity College,Research & Knowledge,(012) 348 2551,,
St Francis Primary School,Research & Knowledge,0125492983,,
St Anne Primary School,Research & Knowledge,012 373-8488,,
Soshanguve Technical Secondary School,Research & Knowledge,0127972118,,
Soshanguve Secondary School,Research & Knowledge,0127983968,,
Soshangaan Primary School,Research & Knowledge,012 702 2511,,
Somisanang Primary School,Research & Knowledge,012 801-1240,,
Solomon Mahlangu Freedom School,Research & Knowledge,012 801-9662,,
Sizanani Intermediate School,Research & Knowledge,0139325306,,
Sizamile Primary School,Research & Knowledge,0824188377,,
Siyokhela Primary School,Research & Knowledge,0127903206,,
Siyaphambili Primary School,Research & Knowledge,0721984039,,
Sitjhejiwe Secondary School,Research & Knowledge,0139344467,,
Siphamandla Primary School,Research & Knowledge,0127992216,,
Sinqobile Primary School,Research & Knowledge,0127931842,,
Sindawonye Primary School,Research & Knowledge,012 801-1624,,
Silverton High School,Research & Knowledge,0128046744,,
Silamba Secondary School,Research & Knowledge,0139470774,,
Sikhululekile High School,Research & Knowledge,012 717-5096/6153,,
Sikhulisile Primary School,Research & Knowledge,0725509627,,
Sikhanyisele Primary School,Research & Knowledge,083 716-3032,,
Sihluziwe Primary School,Research & Knowledge,0139300161,,
Sihlezi Primary School,Research & Knowledge,0722277731,,
Siamisang Primary School,Research & Knowledge,071 694 8549,,
Shirinda Primary School,Research & Knowledge,012 805-4114,,
Shalom Primary School,Research & Knowledge,0127911047,,
Setumo - Khiba Secondary School,Research & Knowledge,012 702 5321,,
Seshegong Primary School,Research & Knowledge,012 373-8727,,
Seroto Matshethla Primary School,Research & Knowledge,012 710-2067,,
Senthibele Senior Secondary,Research & Knowledge,0127120050,,
Semphato Primary School,Research & Knowledge,0127130811,,
Selelo Primary School,Research & Knowledge,012 702 4718,,
Seetsa-Sa-Kwedi Primary,Research & Knowledge,0127120072,,
Sediba-Sa-Tsebo Primary School,Research & Knowledge,0127901241,,
Seaparankwe Primary School,Research & Knowledge,012 373-8816,,
Seageng Middle School,Research & Knowledge,0825733277,,
Ruabohlale Junior Secondary School,Research & Knowledge,0724246091,,
Rs Maluleke Primary School,Research & Knowledge,0127991931,,
Rodney Mokoena Preparatory School,Research & Knowledge,0127911543,,
Robert Hicks Primary School,Research & Knowledge,0123291698,,
Rivoningo Primary School,Research & Knowledge,0127131110,,
Richfield Graduate Institute of Technology (PC Training...,Research & Knowledge,033 345 9813,,
Ribane-laka Secondary School,Research & Knowledge,012 801-8323,,
Rhulani Primary School,Research & Knowledge,0127991847,,
Retlilepele Primary School,Research & Knowledge,012 701 0943,,
Rethomile Primary School,Research & Knowledge,0127974829,,
Rethakgete Primary School,Research & Knowledge,012 801-1374,,
Rethabiseng Secondary,Research & Knowledge,,,
Reneilwe Primary School,Research & Knowledge,012 717-6075/3587,,
Reneilwe Adult Education School,Research & Knowledge,012 801-1385,,
Rematlhatse Primary School,Research & Knowledge,0767088313,,
Rekopantse Primary School,Research & Knowledge,012 702 4966,,
Reitumetse Secondary School,Research & Knowledge,0127994483,,
Reimolotswe Primary School,Research & Knowledge,071 302 6829,,
Refitlhile Primary School,Research & Knowledge,012 717- 2097,,
Refithlile Pele Primary School No 1,Research & Knowledge,0127911575,,
Refilwe Primary School,Research & Knowledge,,,
Refentse Primary School,Research & Knowledge,012 805-4297,,
Refano Primary Farm School,Research & Knowledge,0139325345,,
Refalotse Primary School,Research & Knowledge,072 851 3212,,
Redirile Primary School,Research & Knowledge,0127155135,,
Redibone Primary School,Research & Knowledge,0127976574,,
Reatlegile Primary School,Research & Knowledge,076 779 8009,,
Rearabetswe Primary School,Research & Knowledge,0127900929,,
Ratshepo High School,Research & Knowledge,012 717-2602/3141,,
Rapelego Primary School,Research & Knowledge,082 626 8272,,
Rantailane Secondary School,Research & Knowledge,012 703 3600,,
Ramahlale Primary School,Research & Knowledge,012 812-7870,,
Ramabele Middle,Research & Knowledge,0127199890,,
Rakgotso High School,Research & Knowledge,0127100035,,
Rakaie Thabang Primary School,Research & Knowledge,012 703 4358,,
Raikana Primary School,Research & Knowledge,0127120136,,
Radineo Primary School,Research & Knowledge,012 702 4800,,
Pulamadibogo Primary School,Research & Knowledge,0127120105,,
Pula-difate Primary School,Research & Knowledge,012 812-6045,,
Prosperitus Sekonder,Research & Knowledge,0128068769,,
Pro Arte Alphen Park,Research & Knowledge,0124606221,,
Princefield Trust School,Research & Knowledge,0123236862,,
Pretoria Technical High School (PTHS),Research & Knowledge,012 343 2357/8,,
Pretoria Secondary School,Research & Knowledge,(012) 322 9943/7/8,,
Pretoria Preparatory School,Research & Knowledge,012 362 0308,,
Pretoria Muslim Trust Sunni School,Research & Knowledge,0123743964,,
Pretoria Muslim School,Research & Knowledge,0123743185,,
Pretoria Hindu School,Research & Knowledge,0123703706,,
Pretoria High School For Girls,Research & Knowledge,012 430 7341,,
Pretoria Boys' High School,Research & Knowledge,012 460 2246,,
Phuthumani Primary School,Research & Knowledge,0119257623,,
Phuthaditshaba Primary,Research & Knowledge,,,
Phumzile Primary School,Research & Knowledge,0127972159,,
Phooko Primary School,Research & Knowledge,0828580216,,
Philemon Montsho Primary School,Research & Knowledge,079 124 5650,,
Phelindaba Secondary School,Research & Knowledge,012 373 7928,,
Pheladi-nakene Primary School,Research & Knowledge,012 805-4154,,
Phateng Secondary School,Research & Knowledge,012 801-8400,,
Phalesane Primary School,Research & Knowledge,012 710-0281,,
Phakamonola Primary School,Research & Knowledge,0127981328,,
Pepps Motheong Primary,Research & Knowledge,012 373-6201,,
Pelotona Secondary School,Research & Knowledge,012 702 2801,,
Patogeng Primary School,Research & Knowledge,012 373-8810,,
Padisago Primary School,Research & Knowledge,0127903420,,
P S Fourie Primary,Research & Knowledge,0128067238,,
P H L Moraka High School,Research & Knowledge,012 717-4106,,
Onverwacht Primary,Research & Knowledge,0127320489,,
Ntswane High School,Research & Knowledge,012 710-0003,,
Ntsha Peu Primary School,Research & Knowledge,0127991612,,
Ntsako Secondary School,Research & Knowledge,0127981005,,
Northridge Primary School,Research & Knowledge,0125675134,,
Norridge Park Primary,Research & Knowledge,0128068014,,
Nong Primary School,Research & Knowledge,012 702 4943,,
NM Tsuene Secondary School,Research & Knowledge,012 703 6339,,
Lynnwood Ridge Primary School,Research & Knowledge,(012) 348 1365,,
Laerskool Balmoral Primary School,Research & Knowledge,0136801081,,
Laerskool Akasia,Research & Knowledge,0125424767,,
Nellmapius Secondary School,Research & Knowledge,012 805-4301,,
Ndzundza Mabhoko Secondary School,Research & Knowledge,0829679899,,
Ndima Primary School,Research & Knowledge,012 805-7473,,
Ndayi Primary School,Research & Knowledge,0139467030,,
Nchuncheko Primary School,Research & Knowledge,0127120040,,
Nantes Primer,Research & Knowledge,0128067001,,
Namo Primary School,Research & Knowledge,012 715-5083,,
N'wa-vangani Primary School,Research & Knowledge,012 801-9690,,
Mveledzo Primary School,Research & Knowledge,012 801-1292,,
Mzimuhle Primary School,Research & Knowledge,0127983961,,
Musa Secondary School,Research & Knowledge,0139456875,,
Mshuluzane Mayisela Primary School,Research & Knowledge,0139370528,,
Mphumelommuhle Secondary School,Research & Knowledge,0139637037,,
Motshegofadiwa Primary School,Research & Knowledge,012 715-5198,,
Motjibosane Primary School,Research & Knowledge,012 710-1810,,
Motheo Primary School,Research & Knowledge,0118553156,,
Mosaledi Primary School,Research & Knowledge,012 717-5296,,
Morula View Primary School,Research & Knowledge,012 702 7933,,
Moretele Primary School,Research & Knowledge,0128051288,,
Morakoma Primary School,Research & Knowledge,0128050079,,
Mononong Primary School,Research & Knowledge,0128011960,,
Monaghan Primary Farm School,Research & Knowledge,011 659 2906,,
Molefe-Mooke Primary School,Research & Knowledge,012 715-5083,,
Mokonyama Primary School,Research & Knowledge,012 711-1311,,
Mogale Primary School,Research & Knowledge,0128016340,,
Moditela Middle School,Research & Knowledge,012 717-2602,,
Modiselle Primary School,Research & Knowledge,012 7003266,,
Modiri Technical School,Research & Knowledge,012 805-4751,,
Modiri Secondary School,Research & Knowledge,012 703 6408,,
Mnyamana Primary School,Research & Knowledge,0139547499,,
Meridian Private Primary School,Research & Knowledge,012 800 4068/70,,
Mervyn Harvey Education Centre,Research & Knowledge,0128003486,,
Mkhutshwa Secondary School,Research & Knowledge,0721527834,,
Mlokotwa-Dube Primary School,Research & Knowledge,083 817 8641,,
Mmabana Primary School,Research & Knowledge,0127120055,,
Mmamasianoka Primary School,Research & Knowledge,0127991539,,
Mmamotse Primary School,Research & Knowledge,012 717-2877,,
Mmatso Primary School,Research & Knowledge,012 715-5050,,
Marokolong Primary School,Research & Knowledge,,,
Merafeng Primary School,Research & Knowledge,076 827 0409,,
Memezelo Secondary School,Research & Knowledge,0127900142,,
Meetseng Primary School,Research & Knowledge,0127972336,,
Mboweni Primary School,Research & Knowledge,012 373-8820,,
Matseke Primary School,Research & Knowledge,012 373-8911,,
Mathaga Primary School,Research & Knowledge,0127930005,,
Masingita Primary School,Research & Knowledge,0128018324,,
Marula Primary School,Research & Knowledge,012 701 3570,,
Marotola Primary School,Research & Knowledge,012 710-0046,,
Maropeng Primary School,Research & Knowledge,012 703 3246,,
Marematlou Primary School,Research & Knowledge,012 373-8423,,
Mapenane Secondary School,Research & Knowledge,012 703 5453,,
Mapala Primary School,Research & Knowledge,,,
Mangena Mokone Primary School,Research & Knowledge,012 373- 8825,,
Manamelong Primary School,Research & Knowledge,,,
Mamodibo High School,Research & Knowledge,,,
Mamelodi Secondary School,Research & Knowledge,012 805-8834,,
Mamelodi Secondary K School,Research & Knowledge,012 840-1036,,
Mamelodi Primary School No.2,Research & Knowledge,0128018618,,
Mamelodi Primary School,Research & Knowledge,0128403964,,
Malatse Secondary School,Research & Knowledge,,,
Makhosini Combined Secondary School,Research & Knowledge,0127983959,,
Makgetse High School,Research & Knowledge,012 717-2877,,
Makgake Primary School,Research & Knowledge,012 711-1256,,
Makerana Primary School,Research & Knowledge,0849815825,,
Mahlwareng Primary School,Research & Knowledge,083 350 0806,,
Mahlasedi - Masana Primary School,Research & Knowledge,0128401098,,
Mafumbuka Primary School,Research & Knowledge,0127131111,,
Madibatlou Middle School,Research & Knowledge,0113165639,,
Machakela Motau Middle,Research & Knowledge,012 710-0747,,
Mabu-A-Tlou Primary School,Research & Knowledge,012 710-0694,,
Mabopane Secondary School,Research & Knowledge,012 701 2029,,
M L Msezane Middle School,Research & Knowledge,012 805-4204,,
Lyttelton Primary School,Research & Knowledge,0126445811,,
Lyttelton Manor High School,Research & Knowledge,012 664 5698,,
Lynnwood Privaatskool,Research & Knowledge,0123652151,,
Lucky Primary Farm School,Research & Knowledge,0139322106,,
Lowe Primary School,Research & Knowledge,079 592 0364,,
Lotus Gardens Secondary School,Research & Knowledge,0123781202,,
Lotus Gardens Primary School,Research & Knowledge,0123781491,,
Loreto Primary School,Research & Knowledge,0123336282,,
Loratone Primary School,Research & Knowledge,,,
Lompec Secondary School,Research & Knowledge,012 801-1015,,
Lingitjhudu Secondary School,Research & Knowledge,0139300300,,
Lindelani Primary School,Research & Knowledge,0127983854,,
Letlotlo Secondary School,Research & Knowledge,012 702 9188,,
Lethamaga Secondary School,Research & Knowledge,012 717-6075,,
Lethabong Secondary School,Research & Knowledge,0127998120,,
Lesolang Primary School,Research & Knowledge,012 703 4733,,
Lesego Primary School,Research & Knowledge,012 703 2892,,
Lesedi Potlana Primary,Research & Knowledge,0127205008,,
Lesedi La Ditshaba Primary School,Research & Knowledge,0127982407,,
Lekgalong Primary School,Research & Knowledge,012 703 4511,,
Lehlabile Secondary School,Research & Knowledge,012 801-9220,,
Lehabe Primary School,Research & Knowledge,,,
Legora Primary School,Research & Knowledge,,,
Lefofa Primary School,Research & Knowledge,012 717-2819,,
Lebogang Primary School,Research & Knowledge,012 703 2884,,
Lebelo Primary School,Research & Knowledge,012 719 6448,,
Laudium Secondary School,Research & Knowledge,0123743807,,
Laudium Primary School,Research & Knowledge,0123744210,,
Laudium Heights Primary School,Research & Knowledge,0123744041,,
Langalibalele Primary School,Research & Knowledge,0139472948,,
Laerskool Wonderboom,Research & Knowledge,0125430208,,
Laerskool Witpoort Nr 224 Primary School,Research & Knowledge,0119641241,,
Laerskool Voortrekker-Eeufees Primary Schhol,Research & Knowledge,0125466541,,
Laerskool Vissershoek,Research & Knowledge,0125041936,,
Laerskool Tuinrand Primary School,Research & Knowledge,0123792119,,
Laerskool Tuine Primary School,Research & Knowledge,0123794406,,
Laerskool Stephanus Roos,Research & Knowledge,0125675121,,
Laerskool Silverton,Research & Knowledge,0128046951,,
Laerskool Rietfontein-Noord,Research & Knowledge,0123310871,,
Laerskool Rachel De Beer Primary School,Research & Knowledge,0125460430,,
Laerskool Queenswood Primary School,Research & Knowledge,0123330255,,
Laerskool Pretoria-Oos,Research & Knowledge,(012) 362 1335,,
Laerskool Presda Primary School,Research & Knowledge,0129961629,,
Laerskool Oost-Eind,Research & Knowledge,0124404650,,
Laerskool Nellie Swart Primary School,Research & Knowledge,0123334981,,
Laerskool Lynnwood,Research & Knowledge,012 348-8894,,
Laerskool Louis Leipoldt,Research & Knowledge,0126645798,,
Laerskool Kameeldrift Primary School,Research & Knowledge,0123762905,,
Laerskool Hermanstad Primary School,Research & Knowledge,012 379 9000,,
Laerskool Hennopspark,Research & Knowledge,0126544308,,
Laerskool Generaal Nicolaas Smit,Research & Knowledge,0123792232,,
Laerskool Generaal Jacques Pienaar,Research & Knowledge,0123294531,,
Laerskool Garsfontein,Research & Knowledge,0123481269,,
Kondelelani Primary School,Research & Knowledge,0127205023,,
Koos Matli Primary School,Research & Knowledge,0128030454,,
Kopa-Dilatelo Primary School,Research & Knowledge,012 702 8349,,
Kudube Primary School,Research & Knowledge,012 717-7836,,
Kutumela-Molefi Intm. Farm School,Research & Knowledge,0128021560,,
Kutung Primary School,Research & Knowledge,0127973968,,
L.G Holele Secondary School,Research & Knowledge,012 703 3001,,
Laerskool Booysens Primary School,Research & Knowledge,0123795195,,
Laerskool Constantiapark,Research & Knowledge,012 761 9500,,
Laerskool Danie Malan Primary School,Research & Knowledge,0125461358,,
Laerskool Danville Primary School,Research & Knowledge,0123861368,,
Laerskool Derdepoort Primary School,Research & Knowledge,0128001507,,
Laerskool Doringkloof,Research & Knowledge,0126671977,,
Laerskool Eben Swemmer Primary School,Research & Knowledge,0123359190,,
Laerskool Eendracht,Research & Knowledge,0123212313,,
Laerskool Erasmia,Research & Knowledge,0123702450,,
Laerskool Elarduspark,Research & Knowledge,(012) 345 103,,
Laerskool Fleur,Research & Knowledge,0126645796,,
Department of Corporate and Shared Services,Government Services,012 358 8150,,"The Department of Corporate and Shared Services is an internal service department, which means we provide corporate services and support to all the other municipal departments. Included in these departments are the various political offices, the Office of..."
Department of Defence and Military Veterans,Government Services,012 355 6101,,"Chief of the SANDF, General S. Shoke General Solly Zacharia Shoke was born in Alexandra Township, in Johannesburg on 15 August 1956. General Shoke left the country in1976 after the uprisings and joined the military wing of the African National Congress -..."
Department of Economic Development,Government Services,012 394 3161,,"The Minister of Economic Development is responsible for coordinating the development of the country&rsquo;s New Growth Path and overseeing the work of key state entities engaged in economic development. Soon after the ministry was set up, work was done to..."
Department of Economic Develpment,Government Services,012 358 1354,,"Various interventions by the City of Tshwane's Economic Development Department have ensured that Tshwane has a viable, sustainable economy that can improve the quality of life of its communities through the development of a competitive and sustainable eco..."
Department of Emergency Services,Government Services,012 358 2136,,"The Emergency Services Department delivers on specific legislative mandates delegated to local government and therefore the department has to align it?s strategies, goals, objectives, key performance areas as well as specific key performance indicators to..."
Department of Energy,Government Services,012 406 7612,,"who we are President Jacob Zuma's new cabinet as announced on 10 May 2009, necessitated the establishment, reorganization, and renaming of some of the national departments to support Ministers in the execution of their mandates. In his statement, the Pres..."
